id,type,owner,architecture
lemon-mint/gemma-ko-7b-instruct-v0.71,finetuned,lemon-mint,gemma
macadeliccc/Samantha-Qwen-2-7B,finetuned,macadeliccc,qwen2
openai-community/gpt2-medium,base,openai-community,gpt2
TheBloke/Llama2-70B-OASST-SFT-v10-GPTQ,quantized,TheBloke,llama
lmstudio-community/Qwen2.5-7B-Instruct-1M-GGUF,quantized,lmstudio-community,unknown
unsloth/DeepSeek-R1-Distill-Llama-8B,finetuned,unsloth,llama
mistralai/Mistral-Small-3.1-24B-Base-2503,base,mistralai,unknown
instructlab/merlinite-7b-lab,finetuned,instructlab,mistral
Gensyn/Qwen2.5-0.5B-Instruct,finetuned,Gensyn,qwen2
DavidAU/LLama-3.1-128k-Uncensored-Stheno-Maid-Blackroot-Grand-HORROR-16.5B,base,DavidAU,unknown
QuantFactory/Open-Insurance-LLM-Llama3-8B-GGUF,quantized,QuantFactory,unknown
bartowski/Phi-3.1-mini-128k-instruct-GGUF,quantized,bartowski,unknown
soob3123/amoral-gemma3-4B-v1-gguf,quantized,soob3123,unknown
defog/sqlcoder-34b-alpha,base,defog,llama
ruslanmv/Medical-Llama3-8B,finetuned,ruslanmv,llama
tokyotech-llm/Swallow-MX-8x7b-NVE-v0.1,base,tokyotech-llm,mixtral
migtissera/SynthIA-7B-v2.0,base,migtissera,mistral
unsloth/SmolLM-135M,finetuned,unsloth,llama
legraphista/Llama-3.2-3B-Instruct-IMat-GGUF,quantized,legraphista,unknown
ggml-org/Qwen2.5-Coder-7B-Q8_0-GGUF,quantized,ggml-org,unknown
bartowski/THUDM_GLM-4-9B-0414-GGUF,quantized,bartowski,unknown
unsloth/orpheus-3b-0.1-pretrained,base,unsloth,unknown
RedHatAI/Meta-Llama-3.1-8B-Instruct-quantized.w8a8,quantized,RedHatAI,llama
kika2000/gemma-3-12b-it-unsloth-bnb-4bit,quantized,kika2000,gemma3_text
abhinand/Llama-3-Galen-8B-32k-v1,finetuned,abhinand,llama
LGAI-EXAONE/EXAONE-Deep-2.4B-GGUF,quantized,LGAI-EXAONE,unknown
Mawdistical/Squelching-Fantasies-70B-GGUF,quantized,Mawdistical,unknown
XGenerationLab/XiYanSQL-QwenCoder-32B-2504,adapter,XGenerationLab,qwen2
unsloth/DeepSeek-R1-Distill-Llama-70B-bnb-4bit,quantized,unsloth,llama
futurehouse/ether0,finetuned,futurehouse,mistral
SEOKDONG/llama3.1_korean_v0.1_sft_by_aidx,finetuned,SEOKDONG,llama
facebook/layerskip-llama2-7B,finetuned,facebook,llama
nvidia/Nemotron-Research-Reasoning-Qwen-1.5B,finetuned,nvidia,qwen2
tensorblock/Phi-4-mini-instruct-abliterated-GGUF,quantized,tensorblock,unknown
unsloth/Phi-4-mini-reasoning-bnb-4bit,quantized,unsloth,phi3
ModelCloud/QwQ-32B-gptqmodel-4bit-vortex-v1,quantized,ModelCloud,qwen2
dleemiller/Penny-1.7B,finetuned,dleemiller,llama
mymaia/Magiq-Logic-0,base,mymaia,unknown
bartowski/huihui-ai_QwQ-32B-abliterated-GGUF,quantized,bartowski,unknown
togethercomputer/Llama-2-7B-32K-Instruct,base,togethercomputer,llama
second-state/Llama-3-8B-Instruct-GGUF,quantized,second-state,unknown
scb10x/typhoon-7b,base,scb10x,unknown
ReadyArt/Broken-Tutu-24B,finetuned,ReadyArt,mistral
Inferless/Mixtral-8x7B-v0.1-int8-GPTQ,finetuned,Inferless,mixtral
bartowski/miscii-14b-1225-GGUF,quantized,bartowski,unknown
HelpingAI/HelpingAI2-9B,base,HelpingAI,llama
Qwen/Qwen2.5-Coder-1.5B-Instruct,finetuned,Qwen,qwen2
tjake/Llama-3.1-70B-Instruct-Jlama-Q4,finetuned,tjake,llama
bartowski/ReadyArt_Amoral-Fallen-Omega-Gemma3-12B-GGUF,quantized,bartowski,unknown
second-state/EXAONE-3.5-32B-Instruct-GGUF,quantized,second-state,exaone
Casual-Autopsy/The-True-Abomination-24B,base,Casual-Autopsy,unknown
Qwen/Qwen2.5-Coder-0.5B-Instruct-AWQ,quantized,Qwen,qwen2
ibm-granite/granite-3.1-8b-instruct,base,ibm-granite,unknown
google/gemma-3-27b-it,base,google,unknown
unsloth/Phi-3-mini-4k-instruct,base,unsloth,mistral
FallenMerick/MN-Violet-Lotus-12B,merged,FallenMerick,mistral
PawanKrd/Meta-Llama-3-8B-Instruct-GGUF,quantized,PawanKrd,llama
lmstudio-community/Phi-4-mini-reasoning-MLX-4bit,quantized,lmstudio-community,phi3
DavidAU/L3-MOE-4x8B-Dark-Planet-Rising-25B,base,DavidAU,unknown
second-state/stablelm-2-zephyr-1.6b-GGUF,quantized,second-state,stablelm
DavidAU/Gemma-The-Writer-Mighty-Sword-9B,base,DavidAU,unknown
minyichen/Llama-3-Taiwan-70B-Instruct-GPTQ,quantized,minyichen,llama
CausalLM/14B,base,CausalLM,llama
second-state/Qwen2-0.5B-Instruct-GGUF,quantized,second-state,qwen2
eaddario/Llama-xLAM-2-8b-fc-r-GGUF,quantized,eaddario,unknown
Qwen/Qwen2.5-7B-Instruct-GPTQ-Int4,quantized,Qwen,qwen2
Qwen/Qwen2-7B-Instruct-AWQ,quantized,Qwen,qwen2
mlx-community/Hermes-3-Llama-3.2-3B-4bit,quantized,mlx-community,llama
lianghsun/Llama-3.2-Taiwan-3B-Instruct,finetuned,lianghsun,llama
QuantFactory/aya-23-8B-GGUF,quantized,QuantFactory,unknown
bartowski/nvidia_AceInstruct-1.5B-GGUF,quantized,bartowski,unknown
elyza/ELYZA-Shortcut-1.0-Qwen-32B,finetuned,elyza,qwen2
mlx-community/Qwen2.5-Coder-3B-Instruct-4bit,quantized,mlx-community,qwen2
openaccess-ai-collective/DPOpenHermes-7B-v2,base,openaccess-ai-collective,unknown
sail/Sailor2-1B-Chat,finetuned,sail,qwen2
mlx-community/meta-llama-Llama-4-Scout-17B-16E-bf16,finetuned,mlx-community,llama4
bartowski/Hermes-3-Llama-3.1-8B-GGUF,quantized,bartowski,unknown
second-state/Qwen1.5-7B-Chat-GGUF,quantized,second-state,qwen2
bartowski/SicariusSicariiStuff_Oni_Mitsubishi_12B-GGUF,quantized,bartowski,unknown
bartowski/nvidia_Llama-3.1-8B-UltraLong-4M-Instruct-GGUF,quantized,bartowski,unknown
RedHatAI/Llama-3.2-1B-Instruct-quantized.w8a8,quantized,RedHatAI,llama
bartowski/huihui-ai_Mistral-Small-24B-Instruct-2501-abliterated-GGUF,quantized,bartowski,unknown
mistralai/Mistral-7B-Instruct-v0.3,base,mistralai,unknown
SicariusSicariiStuff/Negative_LLAMA_70B,base,SicariusSicariiStuff,unknown
Mungert/Qwen2.5-7B-Instruct-GGUF,quantized,Mungert,unknown
Sao10K/Llama-3.1-8B-Stheno-v3.4,base,Sao10K,unknown
bartowski/deepthought-8b-llama-v0.01-alpha-GGUF,quantized,bartowski,unknown
oumi-ai/HallOumi-8B,finetuned,oumi-ai,llama
benjaminsinzore/Basqui-R1-4B-v1,finetuned,benjaminsinzore,llama
Qwen/Qwen2-72B,base,Qwen,qwen2
second-state/Qwen3-1.7B-GGUF,quantized,second-state,qwen3
ozone-research/Reverb-7b,base,ozone-research,unknown
soob3123/amoral-gemma3-27B-v2-qat,finetuned,soob3123,gemma3_text
lmstudio-community/Meta-Llama-3-70B-Instruct-GGUF,quantized,lmstudio-community,unknown
Salesforce/Llama-xLAM-2-8b-fc-r,base,Salesforce,llama
TheBloke/Mistral-7B-OpenOrca-GGUF,quantized,TheBloke,mistral
lmstudio-community/Qwen2.5-7B-Instruct-GGUF,quantized,lmstudio-community,unknown
mistral-community/Mistral-7B-v0.2,base,mistral-community,unknown
RedHatAI/Llama-3.2-1B-Instruct-FP8,quantized,RedHatAI,llama
DavidAU/Psyonic-Cetacean-Ultra-Quality-20b-GGUF,quantized,DavidAU,unknown
rombodawg/Rombos-Coder-V2.5-Qwen-7b,base,rombodawg,unknown
TriadParty/deepsex-34b,base,TriadParty,unknown
Reiterate3680/guns-and-roses-r1-GGUF,quantized,Reiterate3680,unknown
mistralai/Mistral-Small-24B-Instruct-2501,finetuned,mistralai,mistral
sadaisystems/sadai-mrec-qwen2.5-3B-v0.0.1,finetuned,sadaisystems,qwen2
mistral-community/Mixtral-8x22B-v0.1-AWQ,quantized,mistral-community,mixtral
EleutherAI/pythia-410m,base,EleutherAI,gpt_neox
Qwen/Qwen2.5-Coder-32B,finetuned,Qwen,qwen2
Bojun-Feng/Qwen2.5-Coder-3B-Instruct-GGUF-llamafile,finetuned,Bojun-Feng,unknown
PKU-ONELab/Themis,finetuned,PKU-ONELab,llama
google/gemma-7b-it,base,google,unknown
openaccess-ai-collective/manticore-13b,base,openaccess-ai-collective,llama
abideen/gemma-2b-openhermes,finetuned,abideen,gemma
bartowski/magnum-v4-72b-GGUF,quantized,bartowski,unknown
cognitivecomputations/dolphin-2.9.2-Phi-3-Medium-abliterated,finetuned,cognitivecomputations,mistral
unsloth/Meta-Llama-3.1-8B-bnb-4bit,quantized,unsloth,llama
yhkim9362/gemma-en-ko-7b-v0.1,finetuned,yhkim9362,gemma
pfnet/Preferred-MedLLM-Qwen-72B,finetuned,pfnet,unknown
Writer/Palmyra-Med-70B-32K,base,Writer,unknown
twinkle-ai/Llama-3.2-3B-F1-Instruct,finetuned,twinkle-ai,llama
unsloth/gemma-2b-it-bnb-4bit,base,unsloth,unknown
DavidAU/Llama-3.1-1-million-cxt-Dark-Planet-8B-GGUF,quantized,DavidAU,unknown
legraphista/Mistral-Large-Instruct-2407-IMat-GGUF,quantized,legraphista,unknown
Qwen/Qwen2.5-Coder-7B-Instruct-GGUF,quantized,Qwen,unknown
TheBloke/OpenHermes-2.5-Mistral-7B-GPTQ,quantized,TheBloke,mistral
TheBloke/Llama-2-7B-32K-Instruct-AWQ,quantized,TheBloke,llama
bartowski/DarkIdol-Llama-3.1-8B-Instruct-1.2-Uncensored-GGUF,quantized,bartowski,unknown
bartowski/WhiteRabbitNeo_WhiteRabbitNeo-V3-7B-GGUF,quantized,bartowski,unknown
suayptalha/DeepSeek-R1-Distill-Llama-3B,finetuned,suayptalha,llama
stable-diffusion-v1-5/stable-diffusion-v1-5,base,stable-diffusion-v1-5,unknown
Qwen/Qwen2.5-32B,base,Qwen,qwen2
abacaj/phi-2-super,base,abacaj,unknown
meta-llama/Llama-3.1-405B-Instruct-FP8,quantized,meta-llama,llama
Qwen/Qwen2.5-32B-Instruct-GPTQ-Int4,quantized,Qwen,qwen2
mradermacher/gpt2-medium-vaguely-human-dialogue-i1-GGUF,quantized,mradermacher,unknown
stabilityai/japanese-stablelm-base-gamma-7b,base,stabilityai,unknown
unsloth/Llama-3_3-Nemotron-Super-49B-v1-GGUF,quantized,unsloth,nemotron-nas
NousResearch/Hermes-3-Llama-3.1-405B,finetuned,NousResearch,llama
PocketDoc/Dans-PersonalityEngine-V1.2.0-24b,finetuned,PocketDoc,mistral
abhinand/dr-llama-ta-instruct-v0,base,abhinand,unknown
THUDM/LongWriter-llama3.1-8b,base,THUDM,llama
unsloth/GLM-4-32B-0414-bnb-4bit,quantized,unsloth,glm4
legraphista/dolphin-2.9.1-mixtral-1x22b-IMat-GGUF,quantized,legraphista,unknown
ehristoforu/Falcon3-MoE-2x7B-Insruct,finetuned,ehristoforu,mixtral
huihui-ai/gemma-3-1b-it-abliterated,base,huihui-ai,unknown
theabdulsaboor/gpt2-therapist-finetuned,finetuned,theabdulsaboor,gpt2
Mungert/DMind-1-mini-GGUF,quantized,Mungert,unknown
fibonacciai/fibonacci-1-EN-8b-chat.P1_5,quantized,fibonacciai,llama
bartowski/Phi-3-mini-4k-instruct-v0.3-GGUF,quantized,bartowski,unknown
Mungert/Llama-3.1-8B-Instruct-GGUF,quantized,Mungert,unknown
second-state/Qwen2-Math-72B-Instruct-GGUF,quantized,second-state,qwen2
mlx-community/Qwen2.5-72B-Instruct-4bit,quantized,mlx-community,qwen2
meta-llama/Llama-Guard-3-8B,finetuned,meta-llama,llama
EpistemeAI/ReasoningCore-3B-R01,finetuned,EpistemeAI,llama
QuantFactory/OpenCoder-8B-Instruct-GGUF,quantized,QuantFactory,unknown
DavidAU/L3-MOE-4x8B-Dark-Planet-Rebel-FURY-25B,base,DavidAU,unknown
QuantFactory/Mistral-7B-OpenOrca-GGUF,quantized,QuantFactory,unknown
NousResearch/Nous-Hermes-Llama2-13b,base,NousResearch,llama
NeverSleep/Llama-3-Lumimaid-8B-v0.1-OAS,base,NeverSleep,unknown
Doctor-Shotgun/L3.3-70B-Magnum-v4-SE,finetuned,Doctor-Shotgun,llama
internlm/internlm2-math-plus-7b,base,internlm,internlm2
Duruo/gemma-3-1b-quant-50steps,finetuned,Duruo,gemma3_text
mlx-community/Llama-3.3-70B-Instruct-bf16,base,mlx-community,unknown
bartowski/soob3123_GrayLine-Qwen3-8B-GGUF,quantized,bartowski,unknown
JungZoona/T3Q-qwen2.5-14b-v1.2-e2,finetuned,JungZoona,qwen2
haoranxu/X-ALMA-13B-Pretrain,finetuned,haoranxu,llama
meta-llama/Llama-3.2-1B-Instruct-QLORA_INT4_EO8,finetuned,meta-llama,llama
bartowski/Reasoning-Llama-1b-v0.1-GGUF,quantized,bartowski,unknown
UNIVA-Bllossom/DeepSeek-llama3.3-Bllossom-70B,base,UNIVA-Bllossom,unknown
Cran-May/T.E-8.1,finetuned,Cran-May,qwen2
DavidAU/L3-DARKEST-PLANET-16.5B-GGUF,quantized,DavidAU,unknown
byroneverson/glm-4-9b-chat-abliterated,base,byroneverson,unknown
unsloth/Qwen2.5-7B-Instruct-1M-unsloth-bnb-4bit,quantized,unsloth,qwen2
perplexity-ai/r1-1776,base,perplexity-ai,unknown
Qwen/Qwen2.5-Coder-1.5B,finetuned,Qwen,qwen2
QuantFactory/Llama-3-8B-Instruct-Finance-RAG-GGUF,quantized,QuantFactory,unknown
mlx-community/Llama-3.2-1B-Instruct-4bit,quantized,mlx-community,llama
AdaptLLM/finance-chat,base,AdaptLLM,llama
nvidia/Llama-3_1-Nemotron-Ultra-253B-v1,base,nvidia,nemotron-nas
mradermacher/Mental-Health-FineTuned-Mistral-7B-Instruct-v0.2-i1-GGUF,quantized,mradermacher,unknown
peakji/steiner-32b-preview,base,peakji,unknown
unsloth/mistral-7b-bnb-4bit,base,unsloth,mistral
bartowski/Qwen2.5-Coder-32B-Instruct-GGUF,quantized,bartowski,unknown
CohereLabs/c4ai-command-a-03-2025,base,CohereLabs,cohere2
bartowski/Qwen2.5-32B-AGI-GGUF,quantized,bartowski,unknown
mav23/Llama-Guard-3-8B-GGUF,quantized,mav23,unknown
DavidAU/Llama-3.2-8X3B-GATED-MOE-Horror-Reasoning-Dark-Champion-uncensored-18.4B-IMAT-GGUF,quantized,DavidAU,unknown
BioMistral/BioMistral-7B,base,BioMistral,mistral
stabilityai/stable-code-instruct-3b,base,stabilityai,stablelm
DavidAU/Llama-3.2-8X3B-GATED-MOE-Reasoning-Dark-Champion-Instruct-uncensored-abliterated-18.4B,base,DavidAU,unknown
Mungert/DMind-1-GGUF,quantized,Mungert,unknown
sophosympatheia/Electranova-70B-v1.0,merged,sophosympatheia,llama
djelia/bm-mistral-7b-v1,finetuned,djelia,mistral
nicolay-r/qwen25-05b-multiclinsum-distil,finetuned,nicolay-r,qwen2
RedHatAI/Llama-3.2-1B-Instruct-FP8-dynamic,quantized,RedHatAI,llama
RekaAI/reka-flash-3,base,RekaAI,unknown
SultanR/SmolTulu-1.7b-Instruct,base,SultanR,unknown
anthracite-org/magnum-v4-123b,base,anthracite-org,unknown
bartowski/THUDM_GLM-Z1-9B-0414-GGUF,quantized,bartowski,unknown
cognitivecomputations/Dolphin3.0-R1-Mistral-24B,finetuned,cognitivecomputations,mistral
leslyarun/bloom_ncbi_finetuned,base,leslyarun,unknown
LLM360/AmberChat,base,LLM360,llama
DoeyLLM/OneLLM-Doey-V1-Llama-3.2-1B-it-Q8_0-GGUF,quantized,DoeyLLM,unknown
QuantFactory/Flow-Judge-v0.1-GGUF,quantized,QuantFactory,unknown
v2ray/Mixtral-8x22B-v0.1,base,v2ray,unknown
unsloth/Qwen2.5-Coder-7B,finetuned,unsloth,qwen2
lmstudio-community/granite-embedding-278m-multilingual-GGUF,quantized,lmstudio-community,unknown
DavidAU/Qwen3-128k-30B-A3B-NEO-MAX-Imatrix-gguf,quantized,DavidAU,unknown
google/gemma-2b-it,base,google,unknown
prithivMLmods/SmolLM2-135M-GGUF,quantized,prithivMLmods,llama
bartowski/Meta-Llama-3.1-70B-Instruct-GGUF,quantized,bartowski,unknown
lmstudio-community/Llama-3.2-3B-Instruct-GGUF,quantized,lmstudio-community,unknown
TheBloke/Dr_Samantha-7B-GGUF,quantized,TheBloke,llama
RedHatAI/Meta-Llama-3.1-70B-Instruct-FP8,quantized,RedHatAI,llama
tanliboy/lambda-qwen2.5-32b-dpo-test,base,tanliboy,unknown
ritvik77/Medical_Doctor_AI_LoRA-Mistral-7B-Instruct_FullModel,quantized,ritvik77,mistral
nomic-ai/gpt4all-falcon,base,nomic-ai,RefinedWebModel
zzra1n/CodeLlama-syz-toy,finetuned,zzra1n,llama
TheBloke/mixtral-8x7b-v0.1-AWQ,quantized,TheBloke,mixtral
mlabonne/NeuralDaredevil-7B,base,mlabonne,unknown
PrimeIntellect/INTELLECT-1,base,PrimeIntellect,llama
yasu-oh/Llama-3-Swallow-Infused-R1776-70B-GGUF,quantized,yasu-oh,unknown
dataeaze/RegLLM-v2-ChecklistPointsExtractor-Llama-3.2-3B,finetuned,dataeaze,llama
RedHatAI/Qwen2.5-7B-Instruct-quantized.w8a8,quantized,RedHatAI,qwen2
likewendy/Qwen2.5-3B-lora-sex-v3-GGUF-q4_k_m,quantized,likewendy,qwen2
open-r1/OlympicCoder-32B,finetuned,open-r1,qwen2
unsloth/Phi-4-reasoning-plus-GGUF,quantized,unsloth,phi3
Smilyai-labs/Sam-reason-S2.1,base,Smilyai-labs,unknown
PygmalionAI/mythalion-13b,base,PygmalionAI,llama
bartowski/cognitivecomputations_Dolphin3.0-Mistral-24B-GGUF,quantized,bartowski,unknown
Saxo/Linkbricks-Horizon-AI-Japanese-Superb-V3-70B,base,Saxo,unknown
lmstudio-community/Meta-Llama-3.1-70B-Instruct-GGUF,quantized,lmstudio-community,unknown
DavidAU/Llama-3.1-DeepHermes-R1-Reasoning-8B-DarkIdol-Instruct-1.2-Uncensored,base,DavidAU,unknown
unsloth/QwQ-32B-bnb-4bit,quantized,unsloth,qwen2
Locutusque/llama-3-neural-chat-v1-8b,base,Locutusque,unknown
unsloth/DeepSeek-R1-Distill-Llama-8B-bnb-4bit,quantized,unsloth,llama
inceptionai/jais-family-2p7b,base,inceptionai,unknown
bigscience/bloom-560m,base,bigscience,bloom
trend-cybertron/Llama-Primus-Nemotron-70B-Base,base,trend-cybertron,unknown
marin-community/marin-8b-base,base,marin-community,llama
dnotitia/Smoothie-Qwen3-8B,finetuned,dnotitia,qwen3
unsloth/DeepScaleR-1.5B-Preview-unsloth-bnb-4bit,quantized,unsloth,qwen2
fla-hub/rwkv7-0.1B-g1,finetuned,fla-hub,rwkv7
QuantFactory/InstructLM-1.3B-GGUF,quantized,QuantFactory,unknown
upstage/SOLAR-10.7B-Instruct-v1.0,finetuned,upstage,llama
allenai/Llama-3.1-Tulu-3-8B-DPO,finetuned,allenai,llama
qwp4w3hyb/Meta-Llama-3-70B-Instruct-iMat-GGUF,quantized,qwp4w3hyb,unknown
anakin87/Phi-3.5-mini-ITA,finetuned,anakin87,phi3
CohereLabs/c4ai-command-r-plus-08-2024,base,CohereLabs,cohere
Saxo/Linkbricks-Horizon-AI-Avengers-V1-32B,finetuned,Saxo,qwen2
LeoLM/leo-hessianai-13b,base,LeoLM,llama
DavidAU/Psyonic-Cetacean-V1-20B-Ultra-Quality-Float32,base,DavidAU,unknown
DavidAU/MN-GRAND-Gutenberg-Lyra4-Lyra-12B-MADNESS-GGUF,quantized,DavidAU,unknown
TheBloke/sqlcoder2-GGUF,quantized,TheBloke,starcoder
lmstudio-community/OpenCodeReasoning-Nemotron-7B-GGUF,quantized,lmstudio-community,unknown
bartowski/Pantheon-RP-Pure-1.6.2-22b-Small-GGUF,quantized,bartowski,unknown
bartowski/MN-12B-Lyra-v4-GGUF,quantized,bartowski,unknown
DavidAU/MN-GRAND-Gutenberg-Lyra4-Lyra-12B-MADNESS,base,DavidAU,unknown
Crystalcareai/Meta-llama-3.1-8b-instruct,base,Crystalcareai,unknown
unsloth/SmolLM2-135M-Instruct,finetuned,unsloth,llama
Mawdistical/Squelching-Fantasies-8B-GGUF,quantized,Mawdistical,unknown
NexesMess/Llama_3.2_1b_Abliteratest_SCE,base,NexesMess,unknown
Qwen/Qwen2.5-14B-Instruct-1M,finetuned,Qwen,qwen2
legraphista/glm-4-9b-chat-IMat-GGUF,quantized,legraphista,unknown
mistralai/Mixtral-8x7B-Instruct-v0.1,finetuned,mistralai,mixtral
bartowski/nvidia_AceInstruct-7B-GGUF,quantized,bartowski,unknown
ValiantLabs/Llama3.1-8B-Enigma,base,ValiantLabs,unknown
INSAIT-Institute/BgGPT-Gemma-2-27B-IT-v1.0,finetuned,INSAIT-Institute,gemma2
QuantFactory/Qwen2.5-Math-7B-Instruct-GGUF,quantized,QuantFactory,unknown
Tesslate/Tessa-T1-14B,base,Tesslate,unknown
AI-Sweden-Models/gpt-sw3-20b,base,AI-Sweden-Models,gpt2
unsloth/SmolLM-360M-Instruct,finetuned,unsloth,llama
RedHatAI/Llama-3.3-70B-Instruct,finetuned,RedHatAI,llama
mlx-community/phi-4-8bit,quantized,mlx-community,phi3
allenai/OLMo-2-0325-32B-DPO,base,allenai,unknown
deepseek-ai/DeepSeek-R1-Distill-Llama-70B,base,deepseek-ai,unknown
bartowski/ozone-ai_0x-lite-GGUF,quantized,bartowski,unknown
LeoLM/leo-hessianai-13b-chat,base,LeoLM,unknown
QuantFactory/Qwen2.5-14B-Instruct-GGUF,quantized,QuantFactory,unknown
zake7749/Llama-3.2-1B-it-chinese-kyara,finetuned,zake7749,llama
nicole-amenta/Llama-3.1-8B-mlx,quantized,nicole-amenta,llama
Lucy-in-the-Sky/XortronCriminalComputingConfig-Q8_0-GGUF,quantized,Lucy-in-the-Sky,unknown
bartowski/calme-3.1-instruct-78b-GGUF,quantized,bartowski,unknown
JWMD/cogito-v1-preview-qwen-32B-GPTQ-8bit-fixed-tokenizer,quantized,JWMD,qwen2
nvidia/OpenMath-Nemotron-1.5B,finetuned,nvidia,qwen2
mlx-community/Llama-160M-Chat-v1-4bit-mlx,finetuned,mlx-community,llama
DavidAU/Gemma-The-Writer-N-Restless-Quill-10B-Uncensored-GGUF,quantized,DavidAU,unknown
unsloth/Llama-3.1-Storm-8B-bnb-4bit,quantized,unsloth,llama
DavidAU/Qwen2.5-MOE-2X1.5B-DeepSeek-Uncensored-Censored-4B,base,DavidAU,unknown
TheBloke/finance-chat-GGUF,quantized,TheBloke,llama
krutrim-ai-labs/Krutrim-2-instruct,base,krutrim-ai-labs,unknown
unsloth/Llama-3.2-1B-Instruct-GGUF,quantized,unsloth,llama
meta-llama/Llama-3.1-70B-Instruct,finetuned,meta-llama,llama
TheBloke/dolphin-2.7-mixtral-8x7b-AWQ,quantized,TheBloke,mixtral
Qwen/Qwen2.5-Coder-3B-Instruct-GGUF,quantized,Qwen,unknown
fibonacciai/fibonacci-2-9b,quantized,fibonacciai,fibonacci
mitkox/gemma-2b-dpo-uncensored-4bit,finetuned,mitkox,gemma
soob3123/Veiled-Calla-12B,finetuned,soob3123,gemma3
ibm-granite/granite-embedding-30m-english,base,ibm-granite,unknown
OpenPipe/Hermes-2-Pro-Llama-3-8B-32k,finetuned,OpenPipe,llama
Qwen/Qwen2.5-Coder-32B-Instruct-GGUF,quantized,Qwen,unknown
Nexusflow/Athene-70B,finetuned,Nexusflow,llama
bartowski/Qwen2.5-7B-Instruct-1M-GGUF,quantized,bartowski,unknown
bartowski/Aura-4B-GGUF,quantized,bartowski,unknown
unsloth/Qwen2.5-3B-Instruct-unsloth-bnb-4bit,quantized,unsloth,qwen2
M4-ai/TinyMistral-6x248M-Instruct,finetuned,M4-ai,mixtral
Weyaxi/Einstein-v4-Qwen-1.5-32B,finetuned,Weyaxi,qwen2
bartowski/magnum-12b-v2-GGUF,quantized,bartowski,unknown
Trendyol/Trendyol-LLM-7b-chat-dpo-v1.0,finetuned,Trendyol,mistral
bartowski/MS-Schisandra-22B-v0.1-GGUF,quantized,bartowski,unknown
tensorblock/phi-2-audio-super-GGUF,quantized,tensorblock,unknown
bartowski/Athene-V2-Chat-GGUF,quantized,bartowski,unknown
LeoLM/leo-mistral-hessianai-7b-chat,base,LeoLM,mistral
lmstudio-community/Qwen2.5-0.5B-Instruct-GGUF,quantized,lmstudio-community,unknown
TheBloke/Llama-2-7B-GGUF,quantized,TheBloke,llama
mradermacher/bloom_ncbi_finetuned-i1-GGUF,quantized,mradermacher,unknown
Nohobby/MS-Schisandra-22B-v0.3,base,Nohobby,unknown
bartowski/alamios_Mistral-Small-3.1-DRAFT-0.5B-GGUF,quantized,bartowski,unknown
unsloth/Qwen2.5-Coder-0.5B,finetuned,unsloth,qwen2
second-state/SOLAR-10.7B-Instruct-v1.0-GGUF,quantized,second-state,llama
huihui-ai/Llama-3.3-70B-Instruct-abliterated-finetuned,finetuned,huihui-ai,llama
Qwen/Qwen1.5-4B-Chat,base,Qwen,qwen2
legraphista/Llama-Guard-3-8B-IMat-GGUF,quantized,legraphista,unknown
bartowski/magnum-32b-v1-GGUF,quantized,bartowski,unknown
HuggingFaceTB/SmolLM2-1.7B-Instruct-GGUF,quantized,HuggingFaceTB,unknown
TheBloke/sqlcoder-7B-GGUF,quantized,TheBloke,mistral
open-r1/OpenR1-Distill-7B,finetuned,open-r1,qwen2
TheBloke/opus-v0-7B-GGUF,quantized,TheBloke,mistral
QuantFactory/SOVL_Llama3_8B-GGUF,quantized,QuantFactory,unknown
second-state/Qwen1.5-14B-Chat-GGUF,quantized,second-state,qwen2
Qwen/QwQ-32B-Preview,finetuned,Qwen,qwen2
bartowski/PocketDoc_Dans-PersonalityEngine-V1.3.0-24b-GGUF,quantized,bartowski,unknown
unsloth/Llama-3.2-1B-Instruct-bnb-4bit,quantized,unsloth,llama
second-state/Nous-Hermes-2-Mixtral-8x7B-SFT-GGUF,quantized,second-state,mixtral
soob3123/amoral-qwen3-14B-GGUF,quantized,soob3123,unknown
RedHatAI/Meta-Llama-3.1-8B-quantized.w8a8,quantized,RedHatAI,llama
jan-hq/AlphaMaze-v0.2-1.5B-SFT,base,jan-hq,unknown
bartowski/shuttleai_shuttle-3.5-GGUF,quantized,bartowski,unknown
DavidAU/Llama-3.2-8X4B-MOE-V2-Dark-Champion-Instruct-uncensored-abliterated-21B-GGUF,quantized,DavidAU,unknown
BSC-LT/salamandra-2b-instruct,finetuned,BSC-LT,llama
Weyaxi/Einstein-v6.1-Llama3-8B,finetuned,Weyaxi,llama
bartowski/QwQ-32B-Preview-GGUF,quantized,bartowski,unknown
TheBloke/Llama-2-70B-Chat-GPTQ,quantized,TheBloke,llama
TheBloke/SauerkrautLM-7B-v1-mistral-GGUF,quantized,TheBloke,mistral
stepenZEN/DeepSeek-R1-Distill-Llama-8B-Abliterated,finetuned,stepenZEN,llama
Qwen/Qwen2.5-0.5B-Instruct-AWQ,quantized,Qwen,qwen2
DavidAU/M-Metaphors-Of-Madness-19.4B-GGUF,quantized,DavidAU,unknown
MaziyarPanahi/calme-2.1-qwen2-72b,finetuned,MaziyarPanahi,qwen2
cognitivecomputations/DeepSeek-R1-AWQ,quantized,cognitivecomputations,deepseek_v3
utter-project/EuroLLM-9B-Instruct,finetuned,utter-project,llama
