source,target,edge
prabureddy/Mental-Health-FineTuned-Mistral-7B-Instruct-v0.2,mradermacher/Mental-Health-FineTuned-Mistral-7B-Instruct-v0.2-i1-GGUF,quantized
tartuNLP/Llammas-base,tartuNLP/Llammas,finetuned
OpenBuddy/openbuddy-qwen2.5coder-32b-v24.1q-200k,bartowski/openbuddy-qwen2.5coder-32b-v24.1q-200k-GGUF,quantized
nvidia/OpenCodeReasoning-Nemotron-7B,bartowski/nvidia_OpenCodeReasoning-Nemotron-7B-GGUF,quantized
nvidia/OpenCodeReasoning-Nemotron-7B,lmstudio-community/OpenCodeReasoning-Nemotron-7B-GGUF,quantized
sometimesanotion/Qwenvergence-14B-v3-Prose,sometimesanotion/Lamarck-14B-v0.7,merged
openai-community/gpt2-medium,ayjays132/NeuroReasoner-1-NR-1,finetuned
unsloth/DeepSeek-R1-Distill-Llama-8B,abhi9ab/DeepSeek-R1-Distill-Llama-8B-finance-v1,finetuned
mistralai/Mistral-Small-3.1-24B-Base-2503,sarvamai/sarvam-m,finetuned
mistralai/Mistral-Small-3.1-24B-Base-2503,PocketDoc/Dans-PersonalityEngine-V1.3.0-24b,finetuned
mistralai/Mistral-Small-3.1-24B-Base-2503,Mungert/Dans-PersonalityEngine-V1.3.0-24b-GGUF,quantized
DavidAU/LLama-3.1-128k-Uncensored-Stheno-Maid-Blackroot-Grand-HORROR-16.5B,DavidAU/LLama-3.1-128k-Uncensored-Stheno-Maid-Blackroot-Grand-HORROR-16.5B-GGUF,quantized
defog/sqlcoder-34b-alpha,TheBloke/sqlcoder-34b-alpha-GGUF,quantized
ruslanmv/Medical-Llama3-8B,sethuiyer/Medichat-Llama3-8B,merged
tokyotech-llm/Swallow-MX-8x7b-NVE-v0.1,karakuri-ai/karakuri-lm-8x7b-instruct-v0.1,finetuned
tokyotech-llm/Swallow-MX-8x7b-NVE-v0.1,karakuri-ai/karakuri-lm-8x7b-chat-v0.1,finetuned
migtissera/SynthIA-7B-v2.0,TheBloke/SynthIA-7B-v2.0-GGUF,quantized
unsloth/orpheus-3b-0.1-pretrained,BlandAIOrg/massive_multi_speaker,finetuned
nvidia/Nemotron-Research-Reasoning-Qwen-1.5B,bartowski/nvidia_Nemotron-Research-Reasoning-Qwen-1.5B-GGUF,quantized
nvidia/Nemotron-Research-Reasoning-Qwen-1.5B,lmstudio-community/Nemotron-Research-Reasoning-Qwen-1.5B-GGUF,quantized
nvidia/Nemotron-Research-Reasoning-Qwen-1.5B,prithivMLmods/Research-Reasoning-Qwen-F32-GGUF,quantized
mymaia/Magiq-Logic-0,mradermacher/Magiq-Logic-0-i1-GGUF,quantized
togethercomputer/Llama-2-7B-32K-Instruct,TheBloke/Llama-2-7B-32K-Instruct-AWQ,quantized
scb10x/typhoon-7b,tanamettpk/TC-instruct-DPO,finetuned
ReadyArt/Broken-Tutu-24B,ReadyArt/Broken-Tutu-24B-Q4_K_M-GGUF,quantized
HelpingAI/HelpingAI2-9B,bartowski/HelpingAI2-9B-GGUF,quantized
Qwen/Qwen2.5-Coder-1.5B-Instruct,Qwen/Qwen2.5-Coder-1.5B-Instruct-GGUF,quantized
Qwen/Qwen2.5-Coder-1.5B-Instruct,Qwen/Qwen2.5-Coder-1.5B-Instruct-AWQ,quantized
Qwen/Qwen2.5-Coder-1.5B-Instruct,unsloth/Qwen2.5-Coder-1.5B-Instruct,finetuned
Qwen/Qwen2.5-Coder-1.5B-Instruct,unsloth/Qwen2.5-Coder-1.5B-Instruct-bnb-4bit,quantized
Qwen/Qwen2.5-Coder-1.5B-Instruct,bartowski/Qwen2.5-Coder-1.5B-Instruct-GGUF,quantized
Qwen/Qwen2.5-Coder-1.5B-Instruct,Qwen/Qwen2.5-Coder-1.5B-Instruct-GPTQ-Int4,quantized
Qwen/Qwen2.5-Coder-1.5B-Instruct,Qwen/Qwen2.5-Coder-1.5B-Instruct-GPTQ-Int8,quantized
Qwen/Qwen2.5-Coder-1.5B-Instruct,legraphista/Qwen2.5-Coder-1.5B-Instruct-IMat-GGUF,quantized
Qwen/Qwen2.5-Coder-1.5B-Instruct,lmstudio-community/Qwen2.5-Coder-1.5B-Instruct-GGUF,quantized
Qwen/Qwen2.5-Coder-1.5B-Instruct,bartowski/Qwen2.5.1-Coder-1.5B-Instruct-GGUF,quantized
Qwen/Qwen2.5-Coder-1.5B-Instruct,lmstudio-community/Qwen2.5-Coder-1.5B-Instruct-MLX-8bit,quantized
Casual-Autopsy/The-True-Abomination-24B,Casual-Autopsy/The-True-Abomination-24B-imat-GGUF,quantized
ibm-granite/granite-3.1-8b-instruct,RedHatAI/granite-3.1-8b-instruct-quantized.w8a8,quantized
ibm-granite/granite-3.1-8b-instruct,RedHatAI/granite-3.1-8b-instruct-quantized.w4a16,quantized
ibm-granite/granite-3.1-8b-instruct,Alcoft/granite-3.1-8b-instruct-GGUF,quantized
google/gemma-3-27b-it,soob3123/amoral-gemma3-27B-v2,finetuned
google/gemma-3-27b-it,brittlewis12/gemma-3-27b-it-GGUF,quantized
unsloth/Phi-3-mini-4k-instruct,cognitivecomputations/dolphin-2.9.2-Phi-3-Medium,finetuned
unsloth/Phi-3-mini-4k-instruct,cognitivecomputations/dolphin-2.9.2-Phi-3-Medium-abliterated,finetuned
unsloth/Phi-3-mini-4k-instruct,bartowski/dolphin-2.9.2-Phi-3-Medium-GGUF,quantized
DavidAU/L3-MOE-4x8B-Dark-Planet-Rising-25B,DavidAU/L3-MOE-4x8B-Dark-Planet-Rising-25B-GGUF,quantized
DavidAU/Gemma-The-Writer-Mighty-Sword-9B,DavidAU/Gemma-The-Writer-Mighty-Sword-9B-GGUF,quantized
CausalLM/14B,TheBloke/CausalLM-14B-GGUF,quantized
openaccess-ai-collective/DPOpenHermes-7B-v2,TheBloke/DPOpenHermes-7B-v2-GGUF,quantized
sail/Sailor2-1B-Chat,bartowski/Sailor2-1B-Chat-GGUF,quantized
mistralai/Mistral-7B-Instruct-v0.3,unsloth/mistral-7b-instruct-v0.3-bnb-4bit,quantized
mistralai/Mistral-7B-Instruct-v0.3,DavidAU/Mistral-MOE-4X7B-Dark-MultiVerse-Uncensored-Enhanced32-24B-gguf,merged
mistralai/Mistral-7B-Instruct-v0.3,ritvik77/Medical_Doctor_AI_LoRA-Mistral-7B-Instruct_FullModel,quantized
mistralai/Mistral-7B-Instruct-v0.3,QuantFactory/Mistral-7B-Instruct-Uz-GGUF,quantized
SicariusSicariiStuff/Negative_LLAMA_70B,Black-Ink-Guild/Pernicious_Prophecy_70B,merged
SicariusSicariiStuff/Negative_LLAMA_70B,ReadyArt/Forgotten-Safeword-70B-v5.0,finetuned
SicariusSicariiStuff/Negative_LLAMA_70B,bartowski/Negative_LLAMA_70B-GGUF,quantized
Sao10K/Llama-3.1-8B-Stheno-v3.4,bartowski/Llama-3.1-8B-Stheno-v3.4-GGUF,quantized
benjaminsinzore/Basqui-R1-4B-v1,benjaminsinzore/Basqui-R1-4B-v1,finetuned
Qwen/Qwen2-72B,Qwen/Qwen2-72B-Instruct,finetuned
ozone-research/Reverb-7b,bartowski/ozone-ai_Reverb-7b-GGUF,quantized
soob3123/amoral-gemma3-27B-v2-qat,soob3123/amoral-gemma3-27B-v2-qat-Q4_0-GGUF,quantized
Salesforce/Llama-xLAM-2-8b-fc-r,eaddario/Llama-xLAM-2-8b-fc-r-GGUF,quantized
mistral-community/Mistral-7B-v0.2,kaist-ai/janus-orpo-7b,finetuned
mistral-community/Mistral-7B-v0.2,kaist-ai/janus-7b,finetuned
mistral-community/Mistral-7B-v0.2,lmstudio-community/dolphin-2.8-mistral-7b-v02-GGUF,quantized
mistral-community/Mistral-7B-v0.2,karakuri-ai/karakuri-lm-7b-apm-v0.2,finetuned
mistral-community/Mistral-7B-v0.2,cognitivecomputations/dolphin-2.8-mistral-7b-v02,finetuned
rombodawg/Rombos-Coder-V2.5-Qwen-7b,bartowski/Rombos-Coder-V2.5-Qwen-7b-GGUF,quantized
TriadParty/deepsex-34b,TheBloke/deepsex-34b-GGUF,quantized
mistralai/Mistral-Small-24B-Instruct-2501,RedHatAI/Mistral-Small-24B-Instruct-2501-FP8-dynamic,quantized
mistralai/Mistral-Small-24B-Instruct-2501,unsloth/Mistral-Small-24B-Instruct-2501-unsloth-bnb-4bit,quantized
mistralai/Mistral-Small-24B-Instruct-2501,stelterlab/Mistral-Small-24B-Instruct-2501-AWQ,quantized
mistralai/Mistral-Small-24B-Instruct-2501,unsloth/Mistral-Small-24B-Instruct-2501,finetuned
mistralai/Mistral-Small-24B-Instruct-2501,bartowski/Mistral-Small-24B-Instruct-2501-GGUF,quantized
mistralai/Mistral-Small-24B-Instruct-2501,unsloth/Mistral-Small-24B-Instruct-2501-GGUF,quantized
mistralai/Mistral-Small-24B-Instruct-2501,unsloth/Mistral-Small-24B-Instruct-2501-bnb-4bit,quantized
mistralai/Mistral-Small-24B-Instruct-2501,huihui-ai/Mistral-Small-24B-Instruct-2501-abliterated,finetuned
mistralai/Mistral-Small-24B-Instruct-2501,yentinglin/Mistral-Small-24B-Instruct-2501-reasoning,finetuned
mistralai/Mistral-Small-24B-Instruct-2501,lmstudio-community/Mistral-Small-24B-Instruct-2501-GGUF,quantized
mistralai/Mistral-Small-24B-Instruct-2501,second-state/Mistral-Small-24B-Instruct-2501-GGUF,quantized
mistralai/Mistral-Small-24B-Instruct-2501,futurehouse/ether0,finetuned
EleutherAI/pythia-410m,vandijklab/C2S-Pythia-410m-cell-type-prediction,finetuned
Qwen/Qwen2.5-Coder-32B,Qwen/Qwen2.5-Coder-32B-Instruct,finetuned
Qwen/Qwen2.5-Coder-32B,lmstudio-community/Qwen2.5-Coder-32B-GGUF,quantized
Qwen/Qwen2.5-Coder-32B,ThomasBaruzier/Qwen2.5-Coder-32B-Instruct-GGUF,quantized
Qwen/Qwen2.5-Coder-32B,bartowski/Qwen2.5-Coder-32B-GGUF,quantized
Qwen/Qwen2.5-Coder-32B,unsloth/Qwen2.5-Coder-32B-bnb-4bit,quantized
Qwen/Qwen2.5-Coder-32B,YOYO-AI/Qwen2.5-32B-YOYO-V2,merged
google/gemma-7b-it,yhkim9362/gemma-en-ko-7b-v0.1,finetuned
google/gemma-7b-it,ihopper/ko-gemma-7b-sft-dpo-v1.0,finetuned
google/gemma-7b-it,yhkim9362/gemma-en-ko-7b-v0.2,finetuned
google/gemma-7b-it,sayhan/gemma-7b-it-GGUF-quantized,quantized
openaccess-ai-collective/manticore-13b,TheBloke/Manticore-13B-GGUF,quantized
cognitivecomputations/dolphin-2.9.2-Phi-3-Medium-abliterated,legraphista/dolphin-2.9.2-Phi-3-Medium-abliterated-IMat-GGUF,quantized
Writer/Palmyra-Med-70B-32K,bartowski/Palmyra-Med-70B-32K-GGUF,quantized
unsloth/gemma-2b-it-bnb-4bit,FinancialSupport/hellfire-2b,quantized
suayptalha/DeepSeek-R1-Distill-Llama-3B,tensorblock/DeepSeek-R1-Distill-Llama-3B-GGUF,quantized
stable-diffusion-v1-5/stable-diffusion-v1-5,EarthnDusk/Osea-Identity2023,finetuned
Qwen/Qwen2.5-32B,Qwen/Qwen2.5-32B-Instruct,finetuned
Qwen/Qwen2.5-32B,Qwen/QwQ-32B,finetuned
Qwen/Qwen2.5-32B,Qwen/Qwen2.5-Coder-32B,finetuned
Qwen/Qwen2.5-32B,clowman/QwQ-32B-GPTQ-Int4,quantized
Qwen/Qwen2.5-32B,CalamitousFelicitousness/Qwen2.5-32B-Instruct-fp8-dynamic,quantized
Qwen/Qwen2.5-32B,nvidia/OpenMath-Nemotron-32B,finetuned
Qwen/Qwen2.5-32B,clowman/QwQ-32B-GPTQ-Int8,quantized
Qwen/Qwen2.5-32B,mlx-community/Qwen2.5-32B-Instruct-4bit,finetuned
Qwen/Qwen2.5-32B,clowman/QwQ-32B-Dynamic-F8,quantized
Qwen/Qwen2.5-32B,YOYO-AI/Qwen2.5-32B-YOYO-V2,merged
Qwen/Qwen2.5-32B,mav23/Qwen2.5-32B-Instruct-GGUF,quantized
abacaj/phi-2-super,MaziyarPanahi/phi-2-super-GGUF,quantized
stabilityai/japanese-stablelm-base-gamma-7b,augmxnt/shisa-gamma-7b-v1,finetuned
NousResearch/Hermes-3-Llama-3.1-405B,bartowski/Hermes-3-Llama-3.1-405B-GGUF,quantized
PocketDoc/Dans-PersonalityEngine-V1.2.0-24b,bartowski/PocketDoc_Dans-PersonalityEngine-V1.2.0-24b-GGUF,quantized
abhinand/dr-llama-ta-instruct-v0,abhinand/tamil-llama-7b-instruct-v0.2,finetuned
THUDM/LongWriter-llama3.1-8b,bartowski/LongWriter-llama3.1-8b-GGUF,quantized
huihui-ai/gemma-3-1b-it-abliterated,huihui-ai/gemma-3-1b-it-abliterated-GRPO,finetuned
fibonacciai/fibonacci-1-EN-8b-chat.P1_5,fibonacciai/fibonacci-2-9b,quantized
meta-llama/Llama-Guard-3-8B,legraphista/Llama-Guard-3-8B-IMat-GGUF,quantized
DavidAU/L3-MOE-4x8B-Dark-Planet-Rebel-FURY-25B,DavidAU/L3-MOE-4x8B-Dark-Planet-Rebel-FURY-25B-GGUF,quantized
NousResearch/Nous-Hermes-Llama2-13b,TheBloke/Nous-Hermes-Llama2-GPTQ,quantized
NeverSleep/Llama-3-Lumimaid-8B-v0.1-OAS,DavidAU/L3-Grand-Story-Darkness-MOE-4X8-24.9B-e32-GGUF,merged
Doctor-Shotgun/L3.3-70B-Magnum-v4-SE,Doctor-Shotgun/L3.3-70B-Magnum-Nexus,merged
Doctor-Shotgun/L3.3-70B-Magnum-v4-SE,bartowski/L3.3-70B-Magnum-v4-SE-GGUF,quantized
Doctor-Shotgun/L3.3-70B-Magnum-v4-SE,Doctor-Shotgun/L3.3-70B-Magnum-v4-SE-GGUF,quantized
internlm/internlm2-math-plus-7b,legraphista/internlm2-math-plus-7b-IMat-GGUF,quantized
mlx-community/Llama-3.3-70B-Instruct-bf16,mlx-community/Llama-3.3-70B-Instruct-4bit-DWQ,quantized
UNIVA-Bllossom/DeepSeek-llama3.3-Bllossom-70B,bartowski/UNIVA-Bllossom_DeepSeek-llama3.3-Bllossom-70B-GGUF,quantized
byroneverson/glm-4-9b-chat-abliterated,bartowski/glm-4-9b-chat-abliterated-GGUF,quantized
byroneverson/glm-4-9b-chat-abliterated,byroneverson/glm-4-9b-chat-abliterated-gguf,quantized
perplexity-ai/r1-1776,unsloth/r1-1776-GGUF,quantized
perplexity-ai/r1-1776,unsloth/r1-1776,finetuned
Qwen/Qwen2.5-Coder-1.5B,Qwen/Qwen2.5-Coder-1.5B-Instruct,finetuned
Qwen/Qwen2.5-Coder-1.5B,ggml-org/Qwen2.5-Coder-1.5B-Q8_0-GGUF,quantized
Qwen/Qwen2.5-Coder-1.5B,unsloth/Qwen2.5-Coder-1.5B-bnb-4bit,quantized
Qwen/Qwen2.5-Coder-1.5B,unsloth/Qwen2.5-Coder-1.5B,finetuned
Qwen/Qwen2.5-Coder-1.5B,mlx-community/Qwen2.5-Coder-1.5B-Instruct-4bit,finetuned
Qwen/Qwen2.5-Coder-1.5B,ThomasBaruzier/Qwen2.5-Coder-1.5B-Instruct-GGUF,quantized
Qwen/Qwen2.5-Coder-1.5B,QuantFactory/Qwen2.5-Coder-1.5B-Instruct-GGUF,quantized
Qwen/Qwen2.5-Coder-1.5B,mav23/Qwen2.5-Coder-1.5B-Instruct-GGUF,quantized
AdaptLLM/finance-chat,TheBloke/finance-chat-GGUF,quantized
nvidia/Llama-3_1-Nemotron-Ultra-253B-v1,bartowski/nvidia_Llama-3_1-Nemotron-Ultra-253B-v1-GGUF,quantized
peakji/steiner-32b-preview,bartowski/steiner-32b-preview-GGUF,quantized
unsloth/mistral-7b-bnb-4bit,knc6/atomgpt_mistral_tc_supercon,adapter
unsloth/mistral-7b-bnb-4bit,knc6/diffractgpt_mistral_chemical_formula,adapter
CohereLabs/c4ai-command-a-03-2025,bartowski/CohereForAI_c4ai-command-a-03-2025-GGUF,quantized
CohereLabs/c4ai-command-a-03-2025,unsloth/c4ai-command-a-03-2025-GGUF,quantized
CohereLabs/c4ai-command-a-03-2025,lmstudio-community/c4ai-command-a-03-2025-GGUF,quantized
BioMistral/BioMistral-7B,BioMistral/BioMistral-7B-DARE,merged
BioMistral/BioMistral-7B,MaziyarPanahi/BioMistral-7B-GGUF,quantized
BioMistral/BioMistral-7B,BioMistral/BioMistral-7B-SLERP,merged
stabilityai/stable-code-instruct-3b,lakkeo/stable-cypher-instruct-3b,finetuned
DavidAU/Llama-3.2-8X3B-GATED-MOE-Reasoning-Dark-Champion-Instruct-uncensored-abliterated-18.4B,DavidAU/Llama-3.2-8X3B-GATED-MOE-Horror-Reasoning-Dark-Champion-uncensored-18.4B-IMAT-GGUF,quantized
DavidAU/Llama-3.2-8X3B-GATED-MOE-Reasoning-Dark-Champion-Instruct-uncensored-abliterated-18.4B,DavidAU/Llama-3.2-8X3B-GATED-MOE-Reasoning-Dark-Champion-Instruct-uncensored-abliterated-18.4B-GGUF,quantized
DavidAU/Llama-3.2-8X3B-GATED-MOE-Reasoning-Dark-Champion-Instruct-uncensored-abliterated-18.4B,DavidAU/Llama-3.2-8X3B-GATED-MOE-NEO-Reasoning-Dark-Champion-uncensored-18.4B-IMAT-GGUF,quantized
RekaAI/reka-flash-3,DavidAU/Reka-Flash-3-21B-Reasoning-Uncensored-MAX-NEO-Imatrix-GGUF,quantized
SultanR/SmolTulu-1.7b-Instruct,SultanR/SmolTulu-1.7b-Reinforced,finetuned
anthracite-org/magnum-v4-123b,bartowski/magnum-v4-123b-GGUF,quantized
cognitivecomputations/Dolphin3.0-R1-Mistral-24B,bartowski/cognitivecomputations_Dolphin3.0-R1-Mistral-24B-GGUF,quantized
cognitivecomputations/Dolphin3.0-R1-Mistral-24B,eaddario/Dolphin3.0-R1-Mistral-24B-GGUF,quantized
leslyarun/bloom_ncbi_finetuned,mradermacher/bloom_ncbi_finetuned-i1-GGUF,quantized
LLM360/AmberChat,TheBloke/AmberChat-GGUF,quantized
v2ray/Mixtral-8x22B-v0.1,MaziyarPanahi/Mixtral-8x22B-v0.1-GGUF,quantized
v2ray/Mixtral-8x22B-v0.1,mistral-community/Mixtral-8x22B-v0.1-AWQ,quantized
google/gemma-2b-it,abideen/gemma-2b-openhermes,finetuned
google/gemma-2b-it,mitkox/gemma-2b-dpo-uncensored-4bit,finetuned
tanliboy/lambda-qwen2.5-32b-dpo-test,YOYO-AI/Qwen2.5-32B-YOYO-V2,merged
nomic-ai/gpt4all-falcon,tensorblock/gpt4all-falcon-GGUF,quantized
mlabonne/NeuralDaredevil-7B,NovusResearch/Novus-7b-tr_v1,finetuned
PrimeIntellect/INTELLECT-1,QuantFactory/INTELLECT-1-Instruct-GGUF,quantized
open-r1/OlympicCoder-32B,bartowski/open-r1_OlympicCoder-32B-GGUF,quantized
Smilyai-labs/Sam-reason-S2.1,mradermacher/Sam-reason-S2.1-i1-GGUF,quantized
Smilyai-labs/Sam-reason-S2.1,mradermacher/Sam-reason-S2.1-GGUF,quantized
PygmalionAI/mythalion-13b,TheBloke/Mythalion-13B-GGUF,quantized
PygmalionAI/mythalion-13b,TheBloke/Mythalion-13B-AWQ,quantized
PygmalionAI/mythalion-13b,TheBloke/Mythalion-13B-GPTQ,quantized
Saxo/Linkbricks-Horizon-AI-Japanese-Superb-V3-70B,Saxo/Linkbricks-Horizon-AI-Japanese-Superb-V4-70B,finetuned
DavidAU/Llama-3.1-DeepHermes-R1-Reasoning-8B-DarkIdol-Instruct-1.2-Uncensored,DavidAU/Llama-3.1-DeepHermes-R1-Reasoning-8B-DarkIdol-Instruct-1.2-Uncensored-GGUF,quantized
Locutusque/llama-3-neural-chat-v1-8b,sethuiyer/Medichat-Llama3-8B,merged
inceptionai/jais-family-2p7b,inceptionai/jais-family-2p7b-chat,finetuned
bigscience/bloom-560m,afrideva/bloom-560m-GGUF,quantized
trend-cybertron/Llama-Primus-Nemotron-70B-Base,trend-cybertron/Llama-Primus-Nemotron-70B-Instruct,finetuned
marin-community/marin-8b-base,marin-community/marin-8b-instruct,finetuned
upstage/SOLAR-10.7B-Instruct-v1.0,second-state/SOLAR-10.7B-Instruct-v1.0-GGUF,quantized
allenai/Llama-3.1-Tulu-3-8B-DPO,allenai/Llama-3.1-Tulu-3.1-8B,finetuned
allenai/Llama-3.1-Tulu-3-8B-DPO,allenai/Llama-3.1-Tulu-3-8B,finetuned
allenai/Llama-3.1-Tulu-3-8B-DPO,bartowski/Llama-3.1-Tulu-3-8B-DPO-GGUF,quantized
CohereLabs/c4ai-command-r-plus-08-2024,bartowski/c4ai-command-r-plus-08-2024-GGUF,quantized
CohereLabs/c4ai-command-r-plus-08-2024,legraphista/c4ai-command-r-plus-08-2024-IMat-GGUF,quantized
CohereLabs/c4ai-command-r-plus-08-2024,lmstudio-community/c4ai-command-r-plus-08-2024-GGUF,quantized
LeoLM/leo-hessianai-13b,TheBloke/leo-hessianai-13B-GGUF,quantized
DavidAU/Psyonic-Cetacean-V1-20B-Ultra-Quality-Float32,DavidAU/Psyonic-Cetacean-Ultra-Quality-20b-GGUF,quantized
DavidAU/MN-GRAND-Gutenberg-Lyra4-Lyra-12B-MADNESS,DavidAU/MN-GRAND-Gutenberg-Lyra4-Lyra-12B-MADNESS-GGUF,quantized
Crystalcareai/Meta-llama-3.1-8b-instruct,tensorblock/Meta-Llama-3.1-8B-Instruct-GGUF,quantized
NexesMess/Llama_3.2_1b_Abliteratest_SCE,Novaciano/SEX_ROLEPLAY-3.2-1B,merged
NexesMess/Llama_3.2_1b_Abliteratest_SCE,Novaciano/SEX_ROLEPLAY-3.2-1B-Q4_K_M-GGUF,merged
Qwen/Qwen2.5-14B-Instruct-1M,bartowski/Qwen2.5-14B-Instruct-1M-GGUF,quantized
Qwen/Qwen2.5-14B-Instruct-1M,YOYO-AI/ZYH-LLM-Qwen2.5-14B-V4,merged
Qwen/Qwen2.5-14B-Instruct-1M,huihui-ai/Qwen2.5-14B-Instruct-1M-abliterated,finetuned
Qwen/Qwen2.5-14B-Instruct-1M,JungZoona/T3Q-qwen2.5-14b-v1.0-e3,finetuned
Qwen/Qwen2.5-14B-Instruct-1M,lmstudio-community/Qwen2.5-14B-Instruct-1M-GGUF,quantized
Qwen/Qwen2.5-14B-Instruct-1M,JungZoona/T3Q-qwen2.5-14b-v1.2-e2,finetuned
mistralai/Mixtral-8x7B-Instruct-v0.1,TheBloke/Mixtral-8x7B-Instruct-v0.1-AWQ,quantized
mistralai/Mixtral-8x7B-Instruct-v0.1,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ,quantized
mistralai/Mixtral-8x7B-Instruct-v0.1,second-state/Mixtral-8x7B-Instruct-v0.1-GGUF,quantized
ValiantLabs/Llama3.1-8B-Enigma,bartowski/Llama3.1-8B-Enigma-GGUF,quantized
Tesslate/Tessa-T1-14B,bartowski/Tesslate_Tessa-T1-14B-GGUF,quantized
AI-Sweden-Models/gpt-sw3-20b,AI-Sweden-Models/gpt-sw3-20b-instruct,finetuned
allenai/OLMo-2-0325-32B-DPO,allenai/OLMo-2-0325-32B-Instruct,finetuned
allenai/OLMo-2-0325-32B-DPO,Mungert/OLMo-2-0325-32B-Instruct-GGUF,quantized
deepseek-ai/DeepSeek-R1-Distill-Llama-70B,unsloth/DeepSeek-R1-Distill-Llama-70B-GGUF,quantized
deepseek-ai/DeepSeek-R1-Distill-Llama-70B,unsloth/DeepSeek-R1-Distill-Llama-70B-bnb-4bit,quantized
deepseek-ai/DeepSeek-R1-Distill-Llama-70B,unsloth/DeepSeek-R1-Distill-Llama-70B-unsloth-bnb-4bit,quantized
deepseek-ai/DeepSeek-R1-Distill-Llama-70B,empirischtech/DeepSeek-R1-Distill-Llama-70B-gptq-4bit,quantized
LeoLM/leo-hessianai-13b-chat,TheBloke/leo-hessianai-13B-chat-GGUF,quantized
DavidAU/Qwen2.5-MOE-2X1.5B-DeepSeek-Uncensored-Censored-4B,DavidAU/Qwen2.5-MOE-2X1.5B-DeepSeek-Uncensored-Censored-4B-gguf,quantized
krutrim-ai-labs/Krutrim-2-instruct,bartowski/krutrim-ai-labs_Krutrim-2-instruct-GGUF,quantized
meta-llama/Llama-3.1-70B-Instruct,MaziyarPanahi/Meta-Llama-3.1-70B-Instruct-GGUF,quantized
meta-llama/Llama-3.1-70B-Instruct,RedHatAI/Meta-Llama-3.1-70B-Instruct-FP8,quantized
meta-llama/Llama-3.1-70B-Instruct,nvidia/Llama-3.1-Nemotron-70B-Instruct-HF,finetuned
meta-llama/Llama-3.1-70B-Instruct,RedHatAI/Llama-3.3-70B-Instruct-quantized.w4a16,quantized
meta-llama/Llama-3.1-70B-Instruct,RedHatAI/Meta-Llama-3.1-70B-Instruct-quantized.w4a16,quantized
meta-llama/Llama-3.1-70B-Instruct,RedHatAI/Meta-Llama-3.1-70B-Instruct-quantized.w8a8,quantized
meta-llama/Llama-3.1-70B-Instruct,RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic,quantized
meta-llama/Llama-3.1-70B-Instruct,unsloth/Meta-Llama-3.1-70B-Instruct,quantized
meta-llama/Llama-3.1-70B-Instruct,unsloth/Meta-Llama-3.1-70B-Instruct-bnb-4bit,quantized
meta-llama/Llama-3.1-70B-Instruct,bartowski/Meta-Llama-3.1-70B-Instruct-GGUF,quantized
meta-llama/Llama-3.1-70B-Instruct,RedHatAI/Meta-Llama-3.1-70B-Instruct-FP8-dynamic,quantized
meta-llama/Llama-3.1-70B-Instruct,legraphista/Meta-Llama-3.1-70B-Instruct-IMat-GGUF,quantized
meta-llama/Llama-3.1-70B-Instruct,shenzhi-wang/Llama3.1-70B-Chinese-Chat,quantized
meta-llama/Llama-3.1-70B-Instruct,context-labs/neuralmagic-llama-3.1-70b-instruct-FP8,quantized
meta-llama/Llama-3.1-70B-Instruct,Mungert/Llama-3.1-Nemotron-70B-Instruct-HF-GGUF,quantized
meta-llama/Llama-3.1-70B-Instruct,clembench-playpen/llama-3.1-70B-Instruct_playpen_SFT_DFINAL_0.6K-steps_merged_fp16,finetuned
meta-llama/Llama-3.1-70B-Instruct,HiTZ/Latxa-Llama-3.1-70B-Instruct,finetuned
meta-llama/Llama-3.1-70B-Instruct,RedHatAI/Meta-Llama-3.1-70B-Instruct-quantized.w8a16,quantized
meta-llama/Llama-3.1-70B-Instruct,mlx-community/Meta-Llama-3.1-70B-Instruct-bf16-CORRECTED,finetuned
meta-llama/Llama-3.1-70B-Instruct,qwp4w3hyb/Meta-Llama-3.1-70B-Instruct-iMat-GGUF,quantized
meta-llama/Llama-3.1-70B-Instruct,lmstudio-community/Meta-Llama-3.1-70B-Instruct-GGUF,quantized
meta-llama/Llama-3.1-70B-Instruct,mav23/Llama3.1-70B-ShiningValiant2-GGUF,quantized
soob3123/Veiled-Calla-12B,soob3123/Veiled-Calla-12B-gguf,quantized
ibm-granite/granite-embedding-30m-english,bartowski/granite-embedding-30m-english-GGUF,quantized
Nexusflow/Athene-70B,legraphista/Athene-70B-IMat-GGUF,quantized
Nexusflow/Athene-70B,bartowski/Athene-70B-GGUF,quantized
unsloth/Qwen2.5-3B-Instruct-unsloth-bnb-4bit,likewendy/Qwen2.5-3B-lora-sex-v3-GGUF-q4_k_m,quantized
LeoLM/leo-mistral-hessianai-7b-chat,TheBloke/Leo-Mistral-Hessianai-7B-Chat-GGUF,quantized
Nohobby/MS-Schisandra-22B-v0.3,bartowski/MS-Schisandra-22B-v0.3-GGUF,quantized
huihui-ai/Llama-3.3-70B-Instruct-abliterated-finetuned,huihui-ai/Llama-3.3-70B-Instruct-abliterated-finetuned-GPTQ-Int8,quantized
Qwen/Qwen1.5-4B-Chat,CHE-72/Qwen1.5-4B-Chat-Q2_K-GGUF,quantized
